coID,sales,inventory,StratumWS,StratumLH
8570,15956.87,22767.46,1,2
5904,39191,22770.25,1,2
8731,37809.11,22774.14,1,2
6349,35811.7,22774.73,1,2
6848,37370.3,22777.42,1,2
9449,30929.21,22778.16,1,2
8099,34750.74,22778.88,1,2
7362,30754.27,22780.89,1,2
9594,27082.84,22784.79,1,2
8410,36900.08,22786.85,1,2
8951,38575.61,22788.37,1,2
6358,37055.29,22793.72,1,2
8907,40067.9,22794.87,1,2
9489,35936.24,22796.89,1,2
6891,38177.92,22798.71,1,2
6245,31746.75,22802.26,1,2
7969,38989.52,22809.9,1,2
8869,38733.15,22810.48,1,2
7953,31190.64,22815.97,1,2
5803,40836.74,22816.11,1,2
8500,25721.93,22816.34,1,2
6274,34265.49,22820.21,1,2
9660,32439.33,22820.52,1,2
6227,37244.4,22823.61,1,2
5993,24310.01,22824.68,1,2
8183,37183.84,22826.63,1,2
8253,37976.05,22828.3,1,2
8680,39442.98,22828.67,1,2
8218,33319.46,22829.53,1,2
8898,40114.41,22830.96,1,2
7600,31887.68,22831.38,1,2
8122,33776.8,22834.81,1,2
6918,39678.29,22837.51,1,2
7883,41876.26,22838.8,1,2
7123,37973.53,22839.6,1,2
6324,37597.58,22844.38,1,2
9709,31672.27,22845.36,1,2
5960,37235.52,22849.89,1,2
5902,33429.26,22856.62,1,2
6211,38175.68,22860.32,1,2
7512,22585.02,22864.57,1,2
7613,38076.36,22870,1,2
7990,34160.19,22870.33,1,2
7608,39833.61,22871.9,1,2
8531,24372.16,22872.82,1,2
7701,35195.82,22873.37,1,2
9717,36855.08,22876.86,1,2
7949,37934.94,22877.64,1,2
9651,44313.37,22885.46,1,2
8181,32756.97,22887.13,1,2
7171,37614.96,22891.13,1,2
5997,31498.26,22893.09,1,2
6252,35788.71,22893.74,1,2
8954,38441.14,22894.89,1,2
6847,38308.75,22896.76,1,2
8829,37169.51,22899.31,1,2
5841,29820.88,22900.17,1,2
9540,35760.68,22900.18,1,2
6232,31249.41,22901.17,1,2
9599,32142.51,22901.28,1,2
6157,30558.51,22902.9,1,2
5903,33085.4,22907.63,1,2
7860,36293.58,22907.68,1,2
9461,28245.02,22908.89,1,2
6406,37628.04,22910.25,1,2
5771,39073.08,22910.78,1,2
8052,36441.35,22923.07,1,2
4580,84242.27,22923.38,1,2
3030,16718.71,22924.54,1,2
6185,36572.42,22929.32,1,2
8697,37971.22,22930.23,1,2
8237,36589.24,22930.33,1,2
5780,38598.27,22933.41,1,2
5812,33395.65,22933.79,1,2
9177,40252.69,22934.38,1,2
9523,31609.28,22940.77,1,2
7290,46629.39,22945.81,1,2
7145,38023.62,22951.5,1,2
7740,37432.23,22956.23,1,2
8220,42010.07,22956.66,1,2
7538,42725.58,22960.72,1,2
9632,35957.24,22962.91,1,2
8359,29937.86,22963.01,1,2
7596,37880.86,22964.88,1,2
9396,2861.44,22966.42,1,2
8242,36551.98,22969.38,1,2
5893,33146.25,22970.64,1,2
7765,41719.25,22973.7,1,2
7210,61765.3,22982.67,1,2
9556,34124.15,22982.92,1,2
8737,38992.57,22986.02,1,2
7872,31048.24,22987.48,1,2
6276,33462.24,22987.85,1,2
6265,37155.94,22987.86,1,2
8119,32655.93,22988.04,1,2
8980,36866.74,22991.95,1,2
5892,23731.65,22998.49,1,2
4802,54378.51,22999.75,1,2
8027,33171.54,23001.35,1,2
7114,38659.08,23001.73,1,2
6976,40458.45,23002.09,1,2
9643,39382.6,23002.65,1,2
9609,30867.84,23004.84,1,2
8937,39045.87,23011.78,1,2
5890,36584.22,23016.43,1,2
4583,36417.59,23017.03,1,2
5900,29593.15,23018.03,1,2
7810,34426.46,23020.22,1,2
6078,35481.69,23022.81,1,2
7106,37866.59,23024.65,1,2
6998,39016.86,23025.73,1,2
6407,31289.72,23026.46,1,2
7640,36072.24,23027.58,1,2
9305,153665.37,23028.83,1,2
5961,33312.42,23031.44,1,2
4673,55886.11,23032.64,1,2
9011,38674.61,23033.22,1,2
6012,45110.46,23034.44,1,2
7699,39870.77,23036.27,1,2
7404,36740.85,23036.88,1,2
4968,76431.38,23037.68,1,2
7565,42340.11,23040.48,1,2
9582,36934.79,23044.62,1,2
5811,31814.32,23052.14,1,2
7029,37101.84,23055.71,1,2
5959,29809.72,23056.69,1,2
7934,39663.21,23058.45,1,2
7902,45187.54,23058.67,1,2
7989,43709.42,23060.84,1,2
5949,38891.3,23062.77,1,2
6292,36199.87,23065.05,1,2
9248,130940.12,23066.45,1,2
9720,26053.38,23067.17,1,2
9725,32735.45,23068.45,1,2
9696,20202.46,23071.49,1,2
9605,32961.76,23071.65,1,2
7046,37701.14,23079.21,1,2
7513,43246.59,23082.78,1,2
5944,34532.05,23088.89,1,2
9562,35617.42,23094.73,1,2
9657,26387.7,23096.68,1,2
5069,44436.84,23099.26,1,2
8250,42658.78,23099.97,1,2
8186,40452.16,23101.28,1,2
8778,38430.99,23101.77,1,2
8971,40115.37,23105.31,1,2
7777,32772.22,23108.98,1,2
9560,35205.26,23109.67,1,2
6243,33741.21,23118.45,1,2
7440,33463.93,23119.73,1,2
8858,37914.36,23121.49,1,2
5797,26200.16,23122.94,1,2
8734,38437.28,23123.49,1,2
8722,39124.7,23124.23,1,2
8267,35685.73,23126.59,1,2
7211,59780.52,23126.63,1,2
9122,122657.73,23126.7,1,2
8908,37694.19,23129.1,1,2
8785,38528.65,23130.69,1,2
6081,42236.02,23131.3,1,2
9538,22544.69,23131.73,1,2
6076,35481.01,23132.19,1,2
7533,38799.65,23132.62,1,2
6016,37129.25,23134.9,1,2
8224,37920.64,23138.94,1,2
6000,35564.54,23139.38,1,2
6449,37691.67,23142.68,1,2
7844,44120.58,23144.24,1,2
6064,33311.02,23145.55,1,2
7061,38531.16,23146.51,1,2
7888,35085.72,23149.81,1,2
6321,32203.5,23153.5,1,2
8068,36980.06,23158.47,1,2
5989,30613.4,23158.87,1,2
6208,35732.08,23161.66,1,2
6433,38496.74,23162.56,1,2
9728,30224.02,23167.58,1,2
8706,35796.5,23174.31,1,2
6909,37471.53,23175.17,1,2
9740,32217.97,23175.87,1,2
7741,33597.6,23175.95,1,2
9204,110615.75,23178.58,1,2
9726,35029.35,23178.69,1,2
9226,54428.25,23182.07,1,2
7764,44042.22,23182.53,1,2
7905,38664.2,23182.81,1,2
7441,53836.17,23185.33,1,2
7582,39883.82,23189.75,1,2
9561,38188.78,23198.55,1,2
9654,31226.21,23201,1,2
8794,37529.49,23203.07,1,2
6887,37452.46,23203.88,1,2
6205,40304.19,23205.28,1,2
9716,39074.58,23206.03,1,2
8323,29805.26,23206.86,1,2
6168,36972.23,23207.38,1,2
9441,31541.79,23208.01,1,2
6298,34583,23210,1,2
9675,39462.59,23213.4,1,2
9586,35522.18,23216.51,1,2
7769,38092.29,23220.23,1,2
7946,40254.98,23222.35,1,2
6428,35326.68,23223.84,1,2
7189,38042.59,23226.1,1,2
9637,27748.05,23228.96,1,2
6043,38436.36,23230.47,1,2
8182,37383.4,23231.59,1,2
8238,33849.66,23235.86,1,2
8083,31590.27,23236.99,1,2
9629,27205.02,23240.33,1,2
6895,37820.96,23240.64,1,2
8148,38424.63,23240.88,1,2
9604,40757.56,23242.58,1,2
5996,29352.59,23244.62,1,2
5806,26961.17,23244.86,1,2
7592,41980.93,23249.96,1,2
8924,37487.08,23250.08,1,2
6561,47396.56,23254.3,1,2
8202,34986.21,23255.77,1,2
5822,23832.35,23256.7,1,2
7603,31529.71,23258.45,1,2
8045,34175.49,23259.02,1,2
7748,38447.13,23262.01,1,2
8044,36568.19,23263.5,1,2
6366,38128.83,23265.44,1,2
6456,36855.49,23265.45,1,2
6386,38899.53,23266.41,1,2
9710,46793.29,23266.71,1,2
6032,34113.95,23272.72,1,2
7829,37958.11,23273.58,1,2
9495,33736.85,23277.13,1,2
8211,32264.29,23281.12,1,2
8132,37722.96,23287.56,1,2
6889,37038.19,23287.93,1,2
8255,36920.41,23289.63,1,2
7852,42413.54,23289.69,1,2
8171,34434.91,23291.27,1,2
6442,37815.35,23291.29,1,2
7941,35994.99,23292.73,1,2
8459,26551.04,23294.82,1,2
5927,29399.53,23295.93,1,2
5957,33140.4,23300.43,1,2
8379,29912.9,23301.96,1,2
8918,37965.25,23304.61,1,2
7715,41016.07,23308.64,1,2
9555,33539.6,23308.85,1,2
7716,37248.9,23310.05,1,2
7035,39104.36,23311.74,1,2
7841,34753.79,23320.24,1,2
8953,38882.61,23321.57,1,2
9707,36479.57,23323.03,1,2
7980,29115.42,23325.77,1,2
6831,36376.47,23327.32,1,2
7823,38289.37,23330.32,1,2
7783,32465.69,23333.77,1,2
7890,33594.4,23336.14,1,2
5759,25538.07,23342.32,1,2
7838,40373.15,23342.93,1,2
7964,33475.99,23345.02,1,2
6974,38867.96,23345.96,1,2
8942,38167.37,23347.25,1,2
9597,22263.17,23350.92,1,2
7176,38186.65,23354.05,1,2
7944,35719.38,23357.75,1,2
6309,44582.6,23361.73,1,2
6395,39866.62,23362.12,1,2
6264,32119.5,23364.89,1,2
6427,38928.49,23367.31,1,2
7527,31540.27,23368.38,1,2
8878,38591.32,23368.56,1,2
6453,32606.61,23370.28,1,2
6362,35550.15,23370.79,1,2
6112,30068.84,23372.04,1,2
6356,38022.56,23384.82,1,2
6093,35406.75,23385.11,1,2
7561,38718.64,23387.08,1,2
7626,35036.51,23387.63,1,2
6015,37245.22,23388.82,1,2
9494,35320.03,23389.64,1,2
8152,31854.59,23391.71,1,2
7919,39493.61,23391.97,1,2
8744,38416.64,23399.33,1,2
5773,33802.57,23400.58,1,2
7677,43347.68,23402.25,1,2
7653,41208.57,23402.52,1,2
6626,35576.87,23403.49,1,2
8804,38787.03,23406.49,1,2
5675,107637.46,23407.03,1,2
6346,36612.91,23411.78,1,2
6058,31555.78,23411.93,1,2
6970,39712.33,23413.44,1,2
9630,30342.31,23414.28,1,2
8121,39492.98,23427.33,1,2
8066,34464.04,23429.48,1,2
6513,35050.67,23433,1,2
8814,39793.56,23433.74,1,2
5738,38107.45,23435.06,1,2
6031,34529.76,23435.27,1,2
8197,41070.5,23435.59,1,2
8647,27537.7,23436.09,1,2
8712,38086.09,23436.23,1,2
5860,30712.12,23439.82,1,2
8105,33234.22,23443.99,1,2
5962,33442.46,23446.51,1,2
8879,37106.74,23458.78,1,2
9483,29619.84,23459.08,1,2
9583,42359.19,23459.85,1,2
6047,33566.43,23461.43,1,2
6394,38973.6,23467.32,1,2
7658,37132.36,23471.09,1,2
6925,39712.63,23471.88,1,2
9527,27000.28,23473.92,1,2
9454,27913.93,23475.56,1,2
9297,37434.21,23478.24,1,2
9530,34222.33,23478.98,1,2
5953,34435.3,23480.27,1,2
7772,40963.42,23488.97,1,2
6173,30649.98,23491.3,1,2
7864,32848.86,23493,1,2
5995,30487.32,23498.54,1,2
6082,45321.37,23498.69,1,2
6142,34523.38,23501.09,1,2
6343,40110.02,23503.32,1,2
6244,42384.67,23508.05,1,2
8109,33737.76,23508.76,1,2
9552,33151.76,23520.49,1,2
8793,37424,23521.98,1,2
5926,30983.02,23527.74,1,2
9409,40236.31,23527.93,1,2
9680,28619.63,23528.99,1,2
9702,34023.53,23535.85,1,2
7973,32561.71,23539.19,1,2
8671,38918.99,23540.44,1,2
6038,38727.11,23547.03,1,2
7933,36299.85,23547.29,1,2
8623,25906.54,23547.32,1,2
5702,21729.31,23547.58,1,2
9528,30483.97,23548.54,1,2
8798,36645.18,23550.52,1,2
7684,33889.45,23551.42,1,2
9521,20639.11,23553.65,1,2
6127,36096.26,23554.13,1,2
5786,25229.75,23555.56,1,2
7537,37305.98,23559.51,1,2
5790,31705.92,23561.45,1,2
7972,35807.6,23567.18,1,2
6378,39630.56,23571.44,1,2
6402,33377.38,23572.26,1,2
8824,36122.3,23573.09,1,2
8674,38318.12,23575.41,1,2
8885,39281.7,23577.6,1,2
7548,34476.67,23585.33,1,2
8146,37225.63,23586.53,1,2
6390,38368.19,23589.17,1,2
5774,38286.62,23590.21,1,2
7395,17009.79,23592.54,1,2
5967,38618.41,23592.67,1,2
6302,34039.4,23593.33,1,2
7589,39731.22,23594.51,1,2
6014,20986.96,23595.92,1,2
8240,36812.5,23597.18,1,2
7623,40987.04,23604.33,1,2
5732,39901.72,23612.56,1,2
7255,30359.58,23613.84,1,2
5332,5186.88,23616.97,1,2
5814,41249.48,23618.32,1,2
8236,41210.23,23620.53,1,2
8498,26159.04,23623.16,1,2
8964,37960.1,23626.26,1,2
9445,31134.75,23626.41,1,2
6281,33132.54,23630.1,1,2
6340,35951.78,23633.67,1,2
5937,29238.63,23640.85,1,2
8138,30900.08,23654.65,1,2
8695,39897.17,23655.33,1,2
6008,42395.32,23660.93,1,2
9089,119905.18,23662.51,1,2
5206,56306.28,23664.57,1,2
9459,34260.93,23665.89,1,2
8431,30873.28,23668.55,1,2
9100,68640.83,23674.2,1,2
5515,20358.85,23676.32,1,2
5828,37513.91,23678.36,1,2
6213,36417.27,23679.54,1,2
9589,36241.72,23684.81,1,2
8735,38773.37,23687.42,1,2
6905,36937.47,23689.55,1,2
8972,38670.24,23690.32,1,2
6238,39064.85,23691.83,1,2
8978,36255.68,23692.6,1,2
7116,38906.64,23695.09,1,2
7938,30489.26,23696.09,1,2
5748,41206.27,23702.08,1,2
8961,37077.51,23702.1,1,2
8086,39954.14,23708.63,1,2
4827,69832.79,23708.63,1,2
5847,26866.26,23709.67,1,2
2657,76111.43,23711.86,1,2
6844,36815.26,23712.47,1,2
8841,37522.08,23713.14,1,2
7550,29740.78,23714.18,1,2
9124,83435.36,23716.53,1,2
5854,27309.12,23717.98,1,2
8059,38824.2,23722.88,1,2
8883,38370.38,23724.11,1,2
9557,35820.69,23724.8,1,2
7084,38580.25,23727.67,1,2
8656,38002.5,23730.04,1,2
7028,37837.69,23732.96,1,2
9627,28516.03,23732.96,1,2
8938,37749.58,23734.09,1,2
8344,25644.37,23734.76,1,2
7803,34831.54,23740.29,1,2
6233,36403.28,23742.27,1,2
7877,37809.2,23743.1,1,2
6052,28134.9,23743.96,1,2
9358,17644.84,23747.6,1,2
8702,39104.05,23750.97,1,2
9117,104977.32,23751.87,1,2
7761,41189.33,23753,1,2
7630,38264.81,23756.96,1,2
8718,37861.88,23759.26,1,2
9427,37945.11,23763.09,1,2
6167,33443.32,23767.82,1,2
8082,41678.77,23768.51,1,2
8763,39868.64,23770.21,1,2
8642,37318.67,23779.87,1,2
7813,40329.11,23787.74,1,2
5747,41136.26,23787.98,1,2
8199,42468.26,23791.4,1,2
6133,35964.1,23795.31,1,2
7646,34642.26,23798.66,1,2
9723,31266.79,23800.62,1,2
6956,39105.51,23803.48,1,2
6380,35457.45,23807.57,1,2
5876,37739.52,23808.16,1,2
5872,25552.95,23811.81,1,2
8143,32148.84,23812.94,1,2
5844,31195.45,23815.26,1,2
6345,37293.48,23816.73,1,2
9442,22448.95,23821.81,1,2
8002,35178.87,23822.51,1,2
6125,35135.47,23825.02,1,2
9739,32765.53,23827.24,1,2
6352,42974.28,23829.7,1,2
5998,37460.08,23834.57,1,2
5999,30116.27,23840.81,1,2
4913,47327.89,23844.32,1,2
7407,32314.44,23844.62,1,2
9060,92298.77,23848.17,1,2
7402,40751.36,23851.22,1,2
7725,33892.2,23853.99,1,2
8129,29765.86,23856.88,1,2
7108,36905.58,23857.27,1,2
7642,32860.81,23857.7,1,2
7637,31947.97,23860.91,1,2
5229,8210.16,23865.22,1,2
9574,35224.43,23867.78,1,2
7586,41265.31,23874.59,1,2
6299,38052.72,23874.83,1,2
6405,29770.06,23883.13,1,2
6904,38095.17,23883.45,1,2
6063,35747.51,23884.69,1,2
8219,34751.75,23885.53,1,2
9474,28532.92,23889.24,1,2
6631,34862.37,23891.44,1,2
9460,28400.4,23892.35,1,2
9114,39943.6,23892.79,1,2
8749,37020.06,23893.65,1,2
8800,39132.3,23895.69,1,2
6037,31605.98,23899.06,1,2
6884,39293.39,23899.13,1,2
4765,62737.92,23902.34,1,2
7994,31755.4,23902.49,1,2
8777,38549.78,23918.2,1,2
8727,37253.39,23920.56,1,2
9457,37081.87,23922.77,1,2
9573,35858.42,23923.87,1,2
8747,39943.79,23929.44,1,2
6018,35992.48,23934.19,1,2
5895,31986.79,23934.94,1,2
8096,39099.61,23936.67,1,2
2635,58543.31,23936.74,1,2
6104,32466.23,23938.53,1,2
6875,36273.81,23940.91,1,2
9418,25015.79,23941.84,1,2
7913,45163.23,23943.01,1,2
6328,36292.21,23948.07,1,2
6450,38042.27,23948.28,1,2
5819,33623.26,23949.18,1,2
7007,37575.66,23949.84,1,2
8609,28105.96,23954.28,1,2
7745,38185.57,23954.36,1,2
7656,35290.09,23957.93,1,2
9623,22666.19,23958.81,1,2
7625,40448.55,23961.2,1,2
7622,35419.23,23967.2,1,2
7985,31808.8,23968.99,1,2
8728,36540.33,23977.48,1,2
7825,37066.2,23977.5,1,2
9475,29232.51,23977.86,1,2
9566,28380.75,23990.87,1,2
7011,39472.77,23992.09,1,2
7959,41152.66,23995.11,1,2
8100,36578.85,23995.12,1,2
7424,23872.7,23995.36,1,2
8888,38557.98,23995.43,1,2
8292,33739.46,23995.58,1,2
8043,35244.54,23996.83,1,2
5935,37435.45,23999.18,1,2
9533,34083.69,24001.71,1,2
6169,32256.01,24002.77,1,2
8174,37450.55,24010.2,1,2
7873,37228.45,24010.33,1,2
5879,33291.35,24012.61,1,2
4845,72173.38,24013.34,1,2
5250,58871.7,24021.15,1,2
8048,35739.3,24026.48,1,2
5612,70823.88,24026.62,1,2
8715,37312.02,24029.11,1,2
6903,39557.35,24029.55,1,2
7377,38051.26,24030.6,1,2
7088,38000.1,24031.63,1,2
3040,110600.07,24035.95,1,2
6247,35303.64,24039.3,1,2
9547,32370.52,24043.82,1,2
9361,42230.16,24047.6,1,2
7583,41454.77,24047.98,1,2
7611,35084,24052.44,1,2
8809,37303.71,24053.09,1,2
6034,40365.06,24061.13,1,2
7815,37289.54,24065.63,1,2
8097,35522.22,24069.91,1,2
5862,39593.24,24070.55,1,2
5992,32216.97,24072.6,1,2
9706,30082.15,24073.1,1,2
7952,38523.05,24079.88,1,2
6251,35127.43,24080.12,1,2
6176,41357.7,24082.73,1,2
7342,48766.74,24085.16,1,2
7697,31756.08,24087.6,1,2
6062,46210.77,24088.48,1,2
8682,38717.63,24088.8,1,2
7580,40980.87,24089.3,1,2
6129,38172.49,24090.71,1,2
9400,94503.56,24090.76,1,2
7081,37200.22,24095.09,1,2
9448,27421.85,24097.47,1,2
7942,39868.43,24100.35,1,2
7354,45479.3,24108.68,1,2
8669,38296.14,24114.65,1,2
3075,55461.69,24116.42,1,2
8944,39991.65,24116.69,1,2
6389,38485.24,24118.56,1,2
8031,37517.72,24119.75,1,2
7417,44121.56,24125.01,1,2
8928,38325.48,24125.82,1,2
8077,38923.17,24127.59,1,2
7099,37510.7,24131.46,1,2
6022,41548.25,24136.5,1,2
7780,42751.6,24137.45,1,2
7524,40257.5,24138.62,1,2
9580,36775.79,24140.48,1,2
9678,36854.46,24140.81,1,2
7619,40327.25,24144.62,1,2
6118,37086.27,24144.89,1,2
7307,36050.29,24147.88,1,2
7842,34148.86,24148.22,1,2
9531,31109.46,24150.92,1,2
8195,33966.07,24157.2,1,2
7287,33000.63,24159.54,1,2
9013,38033.15,24159.81,1,2
5809,39117.91,24160.5,1,2
6190,35028.29,24162.62,1,2
5839,35731.9,24167.9,1,2
5805,26275.29,24170.05,1,2
9420,23993.38,24176.31,1,2
8904,38988.78,24177.53,1,2
7861,35719.37,24178.9,1,2
7008,37905.33,24180.3,1,2
5808,31249.24,24183.32,1,2
6282,37207.57,24187.04,1,2
5769,37600.22,24188.64,1,2
8024,32937.73,24189.85,1,2
8144,39938.47,24194.97,1,2
8123,31411.6,24195.44,1,2
6398,34257.55,24197.67,1,2
8254,39728.79,24202.61,1,2
8049,41791.44,24203.99,1,2
6203,35968.12,24212.7,1,2
7110,36557.08,24217.77,1,2
6764,29876.12,24219.49,1,2
8966,37746.94,24220.29,1,2
8150,30598.95,24220.79,1,2
6004,33299.59,24221.93,1,2
8916,39366.39,24222.09,1,2
6461,41244.84,24225.2,1,2
9502,41096.53,24227.04,1,2
5152,15500.21,24227.93,1,2
6900,38131.56,24229.29,1,2
9671,38167.71,24229.83,1,2
9006,35900.42,24230.95,1,2
8012,39091.21,24231.85,1,2
7118,38502.28,24244.15,1,2
6399,41232.33,24249.7,1,2
9553,36838.15,24251.47,1,2
9663,29708.99,24251.8,1,2
5852,27692.04,24257.44,1,2
8080,34379.57,24258.62,1,2
6924,39515,24260.48,1,2
6313,34116.94,24261.18,1,2
9425,31496.65,24261.62,1,2
7579,42574.84,24264.49,1,2
6194,36287.74,24264.78,1,2
7650,34876.16,24265.11,1,2
8353,33888.75,24265.33,1,2
8098,35588.85,24265.36,1,2
6161,39620.88,24269.26,1,2
7306,23169.12,24270.91,1,2
7752,36908.86,24270.99,1,2
6426,38123.91,24272.04,1,2
7714,38107.89,24272.27,1,2
9626,48597.57,24273.19,1,2
7940,33626.05,24278.02,1,2
8260,38031.07,24278.18,1,2
5800,39050.76,24280.59,1,2
1956,328211.4,24280.76,1,2
9512,28518.8,24284.76,1,2
7463,24018.83,24286.44,1,2
6294,38107.92,24287.86,1,2
4993,46016.19,24288.86,1,2
9677,38261.21,24290.9,1,2
6105,34508.84,24295.7,1,2
5875,26324.61,24296.93,1,2
8371,30094.59,24299.92,1,2
6028,34067.32,24301.54,1,2
5779,38276.05,24305.12,1,2
5009,72904.61,24310.84,1,2
5878,31323.18,24313.03,1,2
8952,36145.62,24317.11,1,2
9565,39613.01,24318.49,1,2
9558,35192.98,24318.62,1,2
8102,41110.62,24319.42,1,2
9467,40082.66,24320.59,1,2
6200,34864.82,24321.72,1,2
8018,29924.02,24323.53,1,2
5836,30638.67,24325.68,1,2
9666,31797.23,24329.69,1,2
7932,39662.09,24332.17,1,2
7411,47602.71,24332.72,1,2
6425,31657.05,24333.5,1,2
6296,34517.87,24333.57,1,2
7174,38747.91,24334.08,1,2
7375,43236.43,24336.62,1,2
5018,12821.53,24340.71,1,2
6159,35890.25,24363.41,1,2
7112,37041,24367.36,1,2
8766,38325.86,24369.21,1,2
8259,42893.41,24371.17,1,2
6317,32192.41,24373.91,1,2
7105,39335.87,24379.25,1,2
6462,37950.73,24380.52,1,2
9458,32233.95,24382.14,1,2
6308,35895.78,24382.85,1,2
8925,36559.79,24384.73,1,2
9670,31364.25,24391.04,1,2
7127,37818.47,24391.09,1,2
7177,37553.78,24392.01,1,2
9496,32441.75,24396.37,1,2
5128,72318.66,24398.48,1,2
7614,30860.01,24401.67,1,2
5863,35266.26,24402.1,1,2
3990,61658.4,24402.98,1,2
8923,35759.64,24408.28,1,2
6263,33701.9,24410.46,1,2
6320,30738.57,24411.38,1,2
7594,38805.05,24414.92,1,2
7132,36857.62,24415.59,1,2
8087,32720.56,24417.75,1,2
8081,36912.87,24417.79,1,2
6916,39256.92,24423.88,1,2
6163,32387.99,24430.16,1,2
4587,51606.37,24435.48,1,2
9525,35333.01,24442.2,1,2
9526,32079.75,24443.61,1,2
6256,42393,24444.62,1,2
8262,39604.12,24446.2,1,2
6154,39632.59,24449.59,1,2
5760,40455.36,24450.88,1,2
8705,36929.76,24451.54,1,2
8660,37927.4,24451.79,1,2
8165,34610.2,24453.21,1,2
8976,38656.15,24460.36,1,2
7293,21279.72,24465.58,1,2
4717,52550.48,24466.48,1,2
6085,35527.25,24469.41,1,2
6422,32431.27,24472.57,1,2
6391,39775.46,24474.29,1,2
8157,36154.49,24474.53,1,2
5742,33988.1,24477.11,1,2
9229,111682.61,24480.49,1,2
8126,36832.68,24482.86,1,2
6196,42810.59,24484.7,1,2
5912,32496.79,24487.81,1,2
8996,38498.67,24488.7,1,2
9432,41707.12,24491.26,1,2
8358,37798.31,24491.74,1,2
6385,34154.82,24493.74,1,2
7054,36844.53,24496.37,1,2
9373,136916.93,24498.49,1,2
8873,37389.56,24498.7,1,2
8982,36766.8,24501.07,1,2
5867,27181.71,24503.46,1,2
9490,32279.66,24505.67,1,2
5981,28903.15,24507.65,1,2
8406,26297.03,24510.26,1,2
4979,46771.16,24511.49,1,2
7609,34644.53,24515.26,1,2
7971,29896.8,24517.67,1,2
6013,34230.62,24517.9,1,2
8827,37220.49,24518.11,1,2
8831,36224.24,24518.6,1,2
8799,38292.6,24518.83,1,2
8281,38109.81,24519.32,1,2
9010,38235.42,24522.47,1,2
7225,46721.5,24523.04,1,2
9456,26338.7,24527.22,1,2
9482,21779.45,24527.65,1,2
6858,37413.17,24529.29,1,2
9738,33997.71,24531.83,1,2
8435,23814.61,24532.23,1,2
6060,33413.54,24536.69,1,2
8127,35144.6,24538.97,1,2
7976,36536.2,24549.03,1,2
9417,40312.63,24550.78,1,2
6075,28460.66,24553.35,1,2
7708,38804.68,24554.98,1,2
8370,31328.14,24556.02,1,2
8361,32899.93,24561.87,1,2
6930,36736.13,24572.94,1,2
7762,36276.6,24577.53,1,2
8225,32557.34,24579.64,1,2
6959,37195.57,24585.87,1,2
7880,35097.76,24586.12,1,2
7323,35328.04,24588.73,1,2
7117,39100.81,24589.14,1,2
7822,31154.03,24589.6,1,2
8676,37894.57,24593.53,1,2
6963,38770.29,24595.25,1,2
8110,38451.04,24596.73,1,2
5917,34437.25,24599.26,1,2
6934,38360,24602.44,1,2
8015,34158.16,24607.92,1,2
7595,34137.57,24608.6,1,2
6713,38816.47,24612.97,1,2
6021,40687.02,24613.02,1,2
6055,39755.17,24613.82,1,2
6435,36659.24,24619.58,1,2
7467,6532.94,24626.08,1,2
7855,37215.12,24630.88,1,2
8019,33674.48,24631.55,1,2
1344,96806.09,24638.59,1,2
7728,35579.42,24640.45,1,2
6519,29939.27,24646.32,1,2
6061,24623.14,24651.43,1,2
7667,34628.26,24652.74,1,2
5425,25439.75,24653.23,1,2
7757,38176.22,24654.53,1,2
9679,30843.55,24659.52,1,2
6177,38968.66,24663.66,1,2
7034,38115.36,24666.27,1,2
8932,39066.6,24666.8,1,2
9034,50420.01,24677.76,1,2
6414,35981.1,24679.25,1,2
7348,38400.48,24685.7,1,2
5930,37296.75,24687.02,1,2
6107,38045.09,24687.56,1,2
6228,37869.66,24687.92,1,2
6150,34710.72,24693.32,1,2
9018,37614.96,24693.92,1,2
9511,25313.16,24695.12,1,2
6372,28088.09,24698.47,1,2
5739,30971.52,24698.98,1,2
7706,36508.86,24699.31,1,2
6434,35079.96,24707.67,1,2
4975,15883.69,24715.55,1,2
8107,38382.2,24728.5,1,2
5255,62035.64,24729.34,1,2
8787,39019.32,24729.84,1,2
7154,35879.61,24732.91,1,2
5911,32390.91,24734.54,1,2
5907,37313.57,24738.27,1,2
9590,33749.9,24747.24,1,2
6420,38961.82,24753.48,1,2
6418,39993.45,24755.51,1,2
7763,33054.14,24759.68,1,2
8256,34179.06,24760.85,1,2
8874,37822.66,24762.88,1,2
7292,15516.83,24766.28,1,2
8628,29208.02,24768.12,1,2
9471,36785.82,24770.42,1,2
8046,35992.78,24771.12,1,2
5883,31455.22,24774.68,1,2
9000,38157.65,24775.38,1,2
9615,34133.85,24776.71,1,2
6843,37540.84,24777.04,1,2
9283,137712.48,24777.31,1,2
7552,38136.22,24779.97,1,2
7786,32578.89,24785.3,1,2
5837,28461.7,24789.88,1,2
6102,42263.03,24791.88,1,2
8813,36669.04,24803.88,1,2
6455,36191.99,24804.02,1,2
7120,39264.12,24804.68,1,2
5181,28896.53,24807.33,1,2
8940,37806.73,24810.28,1,2
6077,38706.55,24817.66,1,2
7371,34440.33,24822.43,1,2
9447,33710.1,24822.49,1,2
6040,36016.49,24829.96,1,2
6158,39557.19,24832.07,1,2
7409,25897.81,24834.97,1,2
7094,37208.62,24836.83,1,2
